"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht definiere ich als";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland, in dem ich Standard-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. In der Regel werden im bundesdeutschen Rettungsdienst Standard-Arbeitsanweisungen bzw. Muster-Algorithmen beschrieben und zur Anwendung vorgegeben.  Wie sehr setzten Sie diese genau so (1:1) in realen Einsatzsituationen um?";"8. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umsetzen?";"9. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hinderlich?";"10. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) umsetzen?";"11. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hilfreich?";"12. Was ist Ihnen in Bezug zu der Umsetzung von Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen noch wichtig mitzuteilen?";
"61869568";"7122c0b";"21.10.2019 19:49";"21.10.2019 19:49";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"61869828";"8999b86";"21.10.2019 19:53";"21.10.2019 19:53";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61870074";"e53edde";"21.10.2019 19:56";"21.10.2019 19:57";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61870130";"779a272";"21.10.2019 19:58";"21.10.2019 20:01";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Patientenzustand nicht in Algorithmen beschrieben, fehlender Algorithmus";"Starres festlegen von werten (RR, Puls, Vigilanz...)";"Viele Standardsituationen";"Bekannte Krankheitsbilder, tägliche Situationen";"";
"61870150";"91b5693";"21.10.2019 19:58";"21.10.2019 19:58";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61870155";"e25afd2";"21.10.2019 19:57";"21.10.2019 20:03";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"komplexe Vorerkrankungen, umfassende Vormedikation, Notfallbilder welche nicht vollständig von den SAA abgedeckt werden";"zu starre SAA („Kochbuchmedizin“), beschränktes Maßnahmenportfolio";"kindliche Atemnot (Pseudokrupp, Epiglottitis), Asthma / COPD";"Algorithen, welche ein abgestuftes Vorgehen ermöglichen und Entscheidungsalternativen bieten (z.B. bei der Analgesie)";"";
"61870227";"aab0d1b";"21.10.2019 19:59";"21.10.2019 20:03";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Zum Beispiel bei der Schmerztherapie";"Ungenaue Formulierung, nicht alle Szenarien abgedeckt";"Einzelmaßnahmen, Atemnot";"SOP umfasst alle notwendigen Maßnahmen";"Ich wünsche mir Handlungsfreiheiten";
"61870283";"6134ad7";"21.10.2019 19:59";"21.10.2019 20:01";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"61870304";"c18f6ab";"21.10.2019 20:01";"21.10.2019 20:04";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"10";"Nie";"Immer Notarzt dabei";"1x hypoglykämie";"K.A";"Das man danach so wie man es gelernt hat arbeiten darf. Ansonsten hätten sieben ra lassen können.";
"61870489";"62a941f";"21.10.2019 20:04";"21.10.2019 20:05";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61870685";"d3b6284";"21.10.2019 20:04";"21.10.2019 20:42";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"0";"Umsetzung nicht möglich";"Fehlende Umsetzung von Handlungsempfehlungen, dadurch keine rechtliche Rückendeckung. Bei jeder Umsetzung einer invasive Maßnahme muss man Angst haben, dass man an den falschen Notarzt oder Klinikarzt gerät und eine Beschwerde/Anzeige riskiert. Ebenfalls mangelt es an passenden Medikamenten auf dem RTW ( z.B. Kein 15mg/3ml , somit ist Durchbrechung von Krampfanfall bei fehlendem Zugang nicht möglich)";"Hypoglykämie, alle anderen SOP aufgrund fehlender Medikamente oder fehlender Akzeptanz nicht umsetzbar , mehrfach annähernd nach HE BW gearbeitet, z.B. Hypoglykämie, Obstrukive Atememwegserkrankungen, Schlaganfall mit Hypertensiver Entgleisung:";"Beruhigend war es für mich zu wissen, ob ein Notarzt oder Klinikarzt da ist, der mich bei meinen Entscheidungen tendenziell unterstützen wird und man mit keiner Beschwerde rechnen muss";"Es ist sehr schade zu sehen, dass sich die Umsetzung von SOP‘s sehr stark zwischen den Landkreisen unterscheidet. Es gab letztes Jahr eine kurze Zeit in der in unserem Kreis bei einer anderen Hilfsorganisation SOP‘s umgesetzt wurden. Somit kam es sogar in der selben Stadt zu deutlichen Unterschieden in der Versorgung, beispielsweise bei starken Schmerzzuständen musste der Patient darauf hoffen, dass die Hilfsorganisation kommt, die nach ihren SOP‘s Schmerzmittel verabreichen durften. Dies wurde allerdings schnell wieder eingestellt, da der Versicherer aufgrund der fehlenden Rechtsgrundlage den Versicherungsschutz nicht übernehmen wollte.";
"61870758";"53c10aa";"21.10.2019 20:09";"21.10.2019 20:10";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61870911";"39eedc3";"21.10.2019 20:11";"21.10.2019 20:12";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61871007";"00f0f5b";"21.10.2019 20:12";"21.10.2019 20:13";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungsassistenten/-innen";"30";"";"";"";"";"";
"61871099";"8d92867";"21.10.2019 20:13";"21.10.2019 20:21";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Gab es keine";"Entfällt";"Konnte sie bisher genau so umsetzen";"Gute Kommunikation mit dem ÄLRD und bei der Umsetzung der SAA/SOP sowie jährliche Adaption relevanter Themen in der Fortbildung und deren Überprüfung, Genügend PAL als Mediatoren für die praktische Unsetzung";"Es ist ein stetiger Prozess, der von allen Beteiligten mitgetragen werden muss";
"61871253";"c424084";"21.10.2019 20:16";"21.10.2019 20:17";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61871257";"f922e5f";"21.10.2019 20:00";"21.10.2019 20:26";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Mein neuer ärztlicher Leiter verbietet! zum Teil die Anwendung der Musteralgorhythmen des Bundeslandes, z.B. sämtliche Schmerzmedikamente, Atropin, ASS.";"Es ist vollkommen unklar, was passiert, wenn die entsprechenden Algorhythmen dennoch angewendet werden. Auch der Arbeitgeber äußert sich hierzu nicht - verweist auf das Verbot des ÄLRD.";"Bis Ende Juli 2019 konnten alle Landesalgorhythmen 1zu1 umgesetzt werden, ohne dass es von irgendeiner Seite (ÄLRD, Arbeitgeber, Patient, Kliniken,...) beschwerden gab.";"Insbesondere der Schmerzalg. mit Esketamin (und Midazolam) haben den Patienten extrem geholfen. Faktor: Patient!";"Wenn es schon nicht bundeseinheitliche SOPs oder Algorhythmen gibt, dann sollte es zumindest auf Landesebene möglich sein., Die ÄLRD können und sollen natürlich weitere Maßnahmen nach ihrem Empfinden in den einzelnen Rettungsdienstbereichen frei geben können.";
"61871443";"0c572c7";"21.10.2019 20:20";"21.10.2019 20:32";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Kombination aus Erkrankungen/Vorerkrankungen und vor allem in dynamischenEinsatzsituationen, die von den statischen (von den Veränderungen im gerade angewendeten Algorithmus abgesehen) SOP‘s abweichen.";"In kurzen Worten: die Realität selber. Nicht alle Situationen kann man vorplanen. Wieso haben Ärzte kein 100% standardisiertes Vorgehen vorgeschrieben? Weil sie auch situationsabhängig nach links und rechts abweichen müssen! , Hinderlich waren zudem Notärzte, die trotz selber Arbeitsdiagnose massiv von den SAA‘s abwichen, die man eingeleitet hat.";"Atemnot, anaphylaxie, Schmerztherapie... eigentlich alles";"Kollegen mit gleichwertigem Ausbildungsstand und Notärzte, die bei Einsatzsituationen die von den SAA‘s erfasst werden fort bleiben... Dadurch konnten Maßnahmen schnell und effektiv durchgeführt werden. Hat auch bis jetzt immer einwandfrei funktioniert.";"";
"61871709";"868adb9";"21.10.2019 20:25";"21.10.2019 20:26";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61871809";"43e43f9";"21.10.2019 20:25";"21.10.2019 20:30";"teilgenommen und beendet";"ohne Angabe";"zwischen 31 und 40";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungsassistenten/-innen";"20";"Genereall da es für RA keine SOPs geibt";"Nebeniwirkungen bei einmalgabe";"Traumasz";"keine";"Man könnnte es wie in leitstellen machen, Tablap mitnehem und fragen katalog mitnehem und abharken, wenn es zur medikamtengabe kommt";
"61872040";"03c8029";"21.10.2019 20:32";"21.10.2019 20:32";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61872155";"e2c6640";"21.10.2019 20:34";"21.10.2019 20:42";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"%";"Sprachbarrieren";"In allen Notfallsituationen";"Skill Training , Fortbildungen";"je nach Rettungsdienstbereich unterschiedliche SOPS zum gleichen Notfallbild , Kreisgrenzen / Landesgrenzen Versorgung, , Treffen diese Notfallsanitäter auf der gleichen Land-/ Bundesstraße zusammen, werden Patienten unterschiedlich versorgt";
"61872209";"0438ecb";"21.10.2019 20:34";"21.10.2019 20:36";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61872389";"9d0277c";"21.10.2019 20:39";"21.10.2019 20:43";"teilgenommen und beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Schrittmachertherapie....fehlende Analgesie, I.o. Zugänge weil nicht vorhanden";"?";"Anaphylaxie vollständig, Bradykardie Atropin/Adrenalin, Hypoglykämie, Fieberkrampf, Krampfanfall";"?";"";
"61872464";"46e7bb5";"21.10.2019 20:41";"21.10.2019 20:41";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"";"";
"61872877";"677d96c";"21.10.2019 20:49";"21.10.2019 20:49";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61873312";"40cf043";"21.10.2019 20:57";"21.10.2019 20:58";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61873580";"946c702";"21.10.2019 21:03";"21.10.2019 21:04";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61873653";"6b4d626";"21.10.2019 21:05";"21.10.2019 21:05";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61873667";"b70bacb";"21.10.2019 21:05";"21.10.2019 21:06";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61873896";"406235c";"21.10.2019 21:11";"21.10.2019 21:13";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Keiner";"Keine";"In allen";"Alle";"Bessere Absicherung";
"61874302";"4f3d7ab";"21.10.2019 21:20";"21.10.2019 21:21";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61874335";"35392ec";"21.10.2019 21:21";"21.10.2019 21:22";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"";"";
"61874429";"e6d4600";"21.10.2019 21:23";"21.10.2019 21:24";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61874625";"1c2f231";"21.10.2019 21:27";"21.10.2019 21:37";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"Es gibt immer mal wieder Situationen in denen man situationsangepasst agieren muss und dabei ggf. eine starre SAA außer Acht lässt.";"Bei allen Verkehrsunfällen mit komplexen Verletzungsmustern.";"Bei vielen oder auch fast allen Reanimationen, oft bei internistischen Erkrankungen.";"Einfachheit, Verständlichkeit, Anwendbarkeit und Qualifikation";"StandardSAA sind gut um eine Richtung vorzugeben. Dennoch sollte und muss man jederzeit auch in der Lage sein, hiervon abzuweichen. Wenn sich eine dynamische Situation einstellt, wird man mit SAA im schlimmsten Fall sehr schnell an seine Grenzen gelangen und mehr Schaden als Nutzen anrichten.";
"61874671";"cb071d4";"21.10.2019 21:29";"21.10.2019 21:29";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61874693";"b771712";"21.10.2019 21:29";"21.10.2019 21:29";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61875267";"e8d368d";"21.10.2019 21:41";"21.10.2019 21:42";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61875295";"6175c3f";"21.10.2019 21:42";"21.10.2019 21:50";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Hypoglykämie, Bradykardie";"Die jeweilige Interpretation und Argumentation der ÄrLRD";"Analgesie bei Schulterluxation";"Mäßnahmen zur Qualitätssicherung! Skillstrainimg, Praktika in KH (OP, ITS), Simulationstraining und Zertifizierung. Bringen Routine, kritischen Denkansatz und fördern Vertrauensbasis zwischen den beteiligten Berufsgruppen.";"Häufig passen Patienten nicht in enges Schema und erfordern Abweichung. Weiterführende Hinweise zu z.Bsp S3 Leitlinien fehlen.";
"61875404";"300e6fb";"21.10.2019 21:45";"21.10.2019 21:48";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Morphin fehlt beim acs";"Keine btm Freigabe";"Osg Frakturen, Copd";"Festgeschrieber Algorithmus handlungssicherheit";"Müssen regelmäßig evaluiert werden auf ebm gestützt btmG muss angefasst werden";
"61875492";"c6c732a";"21.10.2019 21:47";"21.10.2019 21:52";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Extreme Schmerzzustände";"Der Patient, er ist der größte Faktor der nicht beeinflussbar ist";"Ruhige und gesittete Verhältnisse mit einsichtigen Patienten und Angehörigen";"Das komplette Team, inklusive Notarzt muss die SOPs kennen";"Jedes Teammitglied sollte auf die SOPs geprüft werden. Auch die ärztlichen Kollegen sollten zusammen mit den RTW Teams regelmäßig üben";
"61876331";"29efa05";"21.10.2019 22:07";"21.10.2019 22:11";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Nicht Algorithmen-konforme Einsätze";"Außerhalb des Algorithmus";"Algorithmen-konforme Einsätze";"-";"";
"61877137";"3eb0131";"21.10.2019 22:28";"21.10.2019 22:42";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Im Kreis RE hat der ÄLRD den Notfallsanitätern nach und nach mehr Kompetenzen freigegeben. Medikamentös darf nur Morphin nicht eigenständig verabreicht werden. , Selber habe ich fast alles eigenständig ohne Komplikationen angewendet.";"Die Schnittstelle Krankenhaus / Rettungsdienst. Man wurde häufig mit großen Augen angeschaut. „warum dürft ihr das?“";"Fast alle. Manche Dosierungen sind etwas knapp bemessen. Der Nutzen für den Patienten ist manchmal zu gering. Stichwort Analgesie.";"Als Richtschnurr Alle!";"Es müsste Verbundeseinheitlicht werden. Alle die selben Kompetenzen. Rechtssicherheit für den Notfallsanitäter. (Einige Ärzte/Notärzte sind froh wenn ihnen der Notfallsanitäter an die Hand nimmt). So hoch muß das Ansehen gegenüber dem Arzt nicht immer sein. Facharzt in irgendeinen Bereich zu sein heißt nicht allwissender Notarzt zu sein. , Es gibt in allen Berufsgruppen Gute und Schlechte.";
"61877213";"31e87f4";"21.10.2019 22:30";"21.10.2019 22:31";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Hypoglycämie, da hier abweichende Regelungen bestehen. Ebenso bei der Analgesie";"";"";"";"";
"61877370";"a92f1eb";"21.10.2019 19:06";"21.10.2019 22:44";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Unkooperative Patienten";"S.o.,, Unzugänglicher Einsatzort";"Bewusstlose Patienten,";"08/15 Patienten, die sich wie im Lehrbuch darstellen und benehmen";"";
"61877677";"703201d";"21.10.2019 22:44";"21.10.2019 22:46";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61877792";"9c108d6";"21.10.2019 22:49";"21.10.2019 23:00";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"Unser Ärztlicher Leiter Rettungsdienst, hat die SAAs weiter eingeschränkt oder zB Medikamente erst gar nicht auf den RTW vorhalten lassen. Des weiteren dürfen nur Medikamente oder invasive Maßnahmen angewendet werden, wenn vorher ein Arzt gerufen/informiert wurde";"die frei gegeben gesamtmenge zB bei der Analgesie.";"Appoplex, Lungenödem, Lungenembolie, Also eher Internistische Notfälle.";"Die intensive Schulung auf diese";"Mehr Fortbildung, auch Klinische, als nur die 30h mindest Anforderungen., Es fehlt mehr Praxis Anteile";
"61878283";"82577ba";"21.10.2019 23:06";"21.10.2019 23:08";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61878761";"3baf041";"21.10.2019 23:30";"21.10.2019 23:35";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"0";"Bei allen (vorgesehenen) Medikamentengaben außerhalb von Reanimationssituationen, Grand-Mal-Anfällen, Hypoglykämien, z.B. werden Analgesien unterlassen.";"Keine rechtswirksame Freigabe";"Reanimation, cerebraler Krampfanfall, Hypoglykämie";"";"";
